row,col,snr_db,kmeans_shift,time_kmeans,fhmm_shift,fhmm_taue,fhmm_tauc,fhmm_ndef,time_fhmm,kmeans_shift_original,kmeans_n_original,fhmm_n,kmeans_n_matched
8,23,25.642149010478303,[4.62047000e-03],5.103906631469727,[0.00017206],[12.73667814],[143.77554316],1,6.496347427368164,[0.00462047],1,1,1
8,24,9.170622174916806,[1.72070000e-04],4.836243629455566,[0.0001309],[78.3127853],[31.38283655],1,7.764509201049805,[0.00017207],1,1,1
8,25,3.201065808264858,[1.63520000e-04 5.15256000e-03],15.92170023918152,[0.00201632 0.0032222 ],[4325536.99338187 6006213.36625147],[647.48235486 647.96079567],2,5.688376903533936,[0.00016352 0.00515256],2,2,2
8,26,7.492943455940063,[1.70710000e-04 1.42520000e-04],6.0895164012908936,[0.00018184 0.00010795],[194.19510643  50.89282823],[37.0655003  54.44509574],2,16.435882091522217,[0.00017071 0.00031322 0.00014252],3,2,2
8,27,9.950211458819265,[4.05250000e-04 1.98100000e-04],7.055923223495483,[0.00021143 0.00012879],[200.19936434  29.02491123],[109.39616993  27.72474159],2,9.8489670753479,[0.00040525 0.0001981 ],2,2,2
8,28,13.168667810668271,[1.70050000e-04 1.82660000e-04],8.149104118347168,[0.00012455 0.00017806],[ 36.72031639 140.41323639],[98.72592372 79.2787853 ],2,21.076210260391235,[0.00017005 0.00018266 0.00035271],3,2,2
8,29,7.948800676063517,[1.31400000e-04 1.64960000e-04],6.198608875274658,[0.00014657 0.00011174],[728.09403777 217.20685717],[115.11129912 131.81963415],2,21.944583654403687,[0.00016496 0.0001314  0.00029636],3,2,2
8,30,4.949922657813428,[2.41660000e-04 3.47360000e-04],8.60766053199768,[0.00022943 0.00012833],[2.3702166e+06 3.0258513e+01],[147.11138156  35.72362738],2,17.010590314865112,[0.00034736 0.00024166 0.00058902],3,2,2
8,31,9.465528954340762,[2.07230000e-04 1.64950000e-04],7.349133253097534,[0.00024643 0.00011561],[1.72736338e+14 1.15505531e+02],[302.08673502  89.35145155],2,10.796721935272217,[0.00020723 0.00016495 0.00037218],3,2,2
8,32,9.355797673958628,[1.71940000e-04 3.40830000e-04],7.337957620620727,[0.00012684 0.00020329],[1.34293886e+02 7.02054082e+19],[ 29.75438823 647.75365302],2,14.747498750686646,[0.00017194 0.00034083],2,2,2
